2000, 0.1, 0.8, 34
0, 46514, 0.138737, 0.42789, 0.27791, 0.303684, -0.35595, -0.616683, -0.179874, 0.400732, -0.526599, -0.390092, 0.897395, 0.0955567, 0.128857, -0.418271, -0.012561, 0.334602, 0.677561, -0.196526, 0.543993, 0.209203, -0.321386, 0.453333, 0.209552, 0.129018, 0.104562, -0.858702, 0.137927, 0.176614, -0.482456, -0.167245, 0.410996, 0.40278, -0.0396449, 0.641541, 
1, 22634, -0.405439, 0.264655, -0.608709, 0.416364, -0.0472649, 0.339961, -0.0912465, -0.548772, -0.231087, -0.0885207, -0.0313325, 0.326249, -0.0627162, 0.227381, 0.270221, 0.248735, 0.775569, 0.0298286, 0.405428, -0.0349965, -0.413689, -0.081459, -0.0540166, 0.201456, -0.844002, -0.273528, -0.188853, 0.296389, -0.558089, -0.188523, -0.447053, -0.568936, 0.404707, 0.393726, 
2, 78827, -0.405439, 0.264655, -0.608709, 0.416364, -0.0472649, 0.339961, -0.162048, -0.548772, -0.172114, -0.0885207, -0.0313325, 0.391691, -0.0627162, 0.227381, 0.270221, 0.248735, 0.775569, 0.0298286, 0.405428, -0.0349965, -0.413689, 0.00327312, -0.0540166, 0.201456, -0.844002, -0.273528, -0.188853, 0.319712, -0.558089, -0.188523, -0.447053, -0.568936, 0.360583, 0.304768, 
3, 48734, 0.138737, 0.42789, 0.431209, 0.371583, -0.0472649, 0.339961, -0.0912465, -0.548772, -0.231087, -0.0885207, -0.0313325, 0.391691, -0.0334901, -0.160376, 0.411827, -0.100464, 0.135979, 0.819584, 0.263808, 0.24259, 0.227148, 0.410902, 0.180887, 0.295772, -0.495872, 0.34936, -0.701387, -0.556235, 0.342913, 0.27475, 0.380038, 0.0501887, -0.260373, 0.401955, 
4, 60774, 0.407075, 0.647128, 0.171634, 0.192688, 0.437733, -0.103635, -0.530731, -0.30697, -0.072368, -0.0961974, -0.0761676, 0.363355, -0.435255, -0.160376, 0.411827, -0.129868, 0.135979, 0.819584, 0.19615, 0.24259, 0.228235, 0.451736, 0.159497, 0.295772, -0.495872, 0.345414, -0.664427, -0.513379, 0.298815, 0.27475, 0.380038, 0.0114113, -0.260373, 0.401955, 
5, 56758, 0.3226, -0.656142, 0.431209, 0.371583, -0.0472649, 0.339961, -0.0912465, -0.548772, -0.231087, -0.0885207, -0.00907466, 0.391691, -0.0334901, -0.160376, 0.411827, 0.0174236, 0.135979, 0.819584, 0.263808, 0.24259, 0.227148, 0.410902, 0.180887, 0.295772, -0.499777, 0.34936, -0.723734, -0.556235, 0.342913, 0.27475, 0.380038, 0.0272792, -0.267879, 0.401955, 
6, 63682, 0.724458, -0.0738661, -0.608709, -0.0806345, -0.208591, 0.688954, -0.742558, 0.415873, 0.932028, -0.291645, 0.344445, 0.550526, -0.160476, -0.670432, -0.181664, -0.0578957, 0.000744808, -0.0119963, -0.273023, -0.854822, 0.346991, -0.146684, 0.266277, -0.660806, 0.425184, -0.376408, 0.0762454, -0.311088, 0.191323, 0.318504, 0.317367, 0.0114113, -0.260373, 0.401955, 
7, 78724, -0.481942, 0.323128, -0.608709, 0.416364, -0.0222022, 0.254001, -0.124735, -0.59135, -0.267817, -0.0885207, -0.0902332, 0.391691, -0.14376, -0.670432, -0.138049, -0.0846011, 0.000744808, -0.0119963, -0.226341, -0.854822, 0.346991, -0.146684, 0.266277, -0.660806, 0.425184, -0.321758, 0.0762454, -0.311088, 0.191323, 0.318504, 0.317367, 0.203197, -0.132568, -0.0860419, 
8, 60175, -0.405439, 0.402124, -0.626963, 0.416364, -0.0472649, 0.285894, -0.0912465, -0.539889, -0.204345, -0.0665635, 0.0124549, 0.298612, -0.0503258, 0.227381, 0.278521, 0.248735, 0.837025, 0.0298286, 0.405428, -0.0441974, -0.395604, -0.0197486, -0.090831, 0.114233, -0.844002, -0.273528, -0.158044, 0.253899, -0.540807, -0.22822, -0.447053, -0.568936, 0.477096, 0.315776, 
9, 117618, 0.3226, -0.656142, 0.374724, 0.411499, -0.0472649, 0.339961, -0.0724682, -0.548772, -0.231087, -0.0885207, -0.075783, 0.550526, -0.155212, -0.744941, -0.181664, -0.0704643, 0.000744808, 0.0298286, 0.405428, -0.0349965, -0.448104, -0.0159775, -0.0540166, 0.201456, -0.844002, -0.339409, -0.211928, 0.383046, 0.0463616, 0.812378, 0.430355, -0.540641, 0.350681, 0.278264, 
10, 56562, -0.323807, 0.276344, -0.605221, 0.367768, 0.0251773, 0.339961, -0.158476, -0.548772, -0.231087, -0.0737971, 0.0204343, 0.347189, -0.161743, 0.287735, 0.270221, 0.372792, 0.21419, 0.573041, 0.755829, 0.0149511, 0.388412, -0.0419552, -0.100623, 0.147281, -0.844002, -0.273528, -0.186638, 0.298216, -0.558089, -0.188523, -0.497952, -0.602258, 0.375389, 0.230764, 
11, 62784, -0.405439, -0.0738661, -0.608709, -0.163968, -0.208591, 0.688954, -0.0912465, -0.552592, -0.204345, -0.0665635, 0.0124549, 0.298612, -0.0863027, 0.281375, 0.270221, 0.239979, 0.775569, 0.0490123, 0.378025, -0.0423782, -0.346813, -0.0419552, -0.100623, 0.147281, -0.850199, -0.273528, -0.186638, 0.298216, -0.558089, -0.213964, -0.447053, -0.605362, 0.360583, 0.246726, 
12, 77424, -0.384294, 0.283981, -0.649887, 0.416364, -0.0375464, 0.405759, -0.0912465, -0.565894, -0.204345, -0.0665635, 0.0148876, 0.439383, -0.0627162, 0.227381, 0.270221, 0.248735, 0.775569, 0.0298286, 0.479673, -0.0349965, -0.390802, 0.0740809, -0.0696745, 0.127982, -0.844002, -0.267878, -0.0203311, 0.289402, -0.449537, -0.188523, -0.447053, 0.33917, 0.649266, -0.253142, 
13, 115704, -0.405439, -0.0738661, -0.608709, -0.163968, -0.208591, 0.690962, -0.0912465, -0.552592, -0.204345, -0.0665635, 0.0124549, 0.298612, -0.0913707, -0.598173, -0.181664, -0.0704643, -0.0284678, 0.0746303, 0.435354, -0.0349965, -0.448104, -0.0159775, -0.0540166, 0.166983, -0.844002, -0.339409, -0.224301, 0.405437, 0.0463616, 0.812378, 0.423448, -0.540641, 0.350681, 0.278264, 
